Cores,Frequency,L2cache,FSB,Mult.,Voltage,TDP,Socket,Partnumber(s),GPUfrequency,I/O bus,Memory,Burst,GPUmodel,Connectivity,SDP,Model Number,Front Side Bus,Multiplier,Mult,L2 Cache,Turbo,L3cache,Turbo Boostall-core/2.0(/max. 3.0),Atom (ULV),Atom (ULV).1,Unnamed: 2,Feature size,Unnamed: 4,x86,x86.1,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Base / Boost / TVB Clocks (GHz),GPU EU,GPU Max freq,Price,Model number,Clock speed,Cache,Cache.1,FSB speed,Threadsper core,TDP (W),Cache.2,Price (USD),Clock speed.1,QuickPath,Freq. (GHz),FSB (MHz),Voltage (V),Freq.,Power,Power.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Freq. (MHz),L1cache,Model numberClock speed,sSpec number,Front-side bus,Clock multiplier,Voltage range,Part number(s),Core stepping,64-bit,FrqGHz,FSBMT/s,VT-x,P-core (performance),P-core (performance).1,P-core (performance).2,P-core (performance).3,E-core (efficiency),E-core (efficiency).1,E-core (efficiency).2,E-core (efficiency).3
2.0,1.1,0.512,,,,17.0,15.0,AV8062700852800,350–800 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.2,0.512,,,,17.0,15.0,AV8062701022701 AV8062701149001,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.3,0.512,,,,17.0,15.0,AV8062701022801 AV8062701148901 AV8062701022801,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.4,0.512,,,,17.0,15.0,AV8062701085500 AV8062701085501 AV8062701148001 AV8062701085501,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,0.512,,,,17.0,15.0,AV8062701085400 AV8062701085401 AV8062701148101 AV8062701085401,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.4,0.256,,,,17.0,15.0,AV8062701082300,350–800 MHz,40.0,,,8.0,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,0.512,,,,17.0,15.0,AV8062700849902,350–800 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,199.0,"ultra-low power, embedded","ultra-low power, embedded",99.0,,,119.0,,,,,,,,"ultra-low power, embedded",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.2608191223688907,0.256,,,,10.0,15.0,AV8062701188200,350–800 MHz,40.0,,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.8,0.512,,,,35.0,151.0,AW8063801120200,650–1000 MHz,40.0,,,47.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.9,0.512,,,,35.0,151.0,AW8063801121200,650–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.1,0.512,,,,35.0,151.0,AW8063801443700 AW8063801524200,650–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2,0.512,,,,35.0,152.0,AW8063801117700 AV8063801276200,650–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,0.512,,,,17.0,15.0,AV8063801118700,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,0.512,,,,17.0,15.0,AV8063801130300,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.8,0.512,,,,17.0,15.0,AV8063801442900,350–1000 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.5,0.256,,,,17.0,15.0,AV8063801129600,350–900 MHz,40.0,,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.4,0.512,,,,17.0,15.0,AV8063801116300,350–900 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,198.0,ultra-low power,ultra-low power,98.0,,,118.0,,,,,,,,ultra-low power,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2608191223688907,0.512,,,,10.0,15.0,AV8063801443502,350–800 MHz,40.0,,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2608191223688907,0.512,,,,37.0,158.0,CW8064701487007,400–1100 MHz,40.0,,,43.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2,0.512,,,,37.0,158.0,CW8064701487001,400–1100 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.4,0.512,,,,15.0,17.0,CL8064701523900 CL8064701567500,200–1000 MHz,40.0,,,43.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.4,0.512,,,,15.0,17.0,CL8064701570000,200–1000 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,0.512,,,,15.0,17.0,CL8064701479801,200–1000 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,0.512,,,,15.0,17.0,CL8064701570200,200–1000 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,0.512,,,,11.0,17.0,CL8064701568400,200–850 MHz,40.0,,,43.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2,0.512,,,,37.0,22.0,CL8064701528700,400–900 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,0.512,,,,25.0,22.0,CL8064701484102,400–900 MHz,40.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,0.512,,,,15.0,17.0,FH8065801882800,100–800 MHz,40.0,,,44.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.7,0.512,,,,15.0,17.0,FH8065801882802,300–850 MHz,40.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.7,0.512,,,,15.0,17.0,FH8065801620801,100–800 MHz,40.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.9,0.512,,,,15.0,17.0,FH8065801620803,300–850 MHz,40.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,198.0,ultra-low power,ultra-low power,94.0,ultra-low power,ultra-low power,118.0,,ultra-low power,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.46,1.0,,,,4.0,40.0,FH8065301564500,313-667 MHz,94.0,1 × DDR3L-1066,1.5 GHz,46.0,,2.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,1.0,,,,4.0,40.0,FH8065301616703,313-756 MHz,94.0,1 × DDR3L-1066,2 GHz,7.0,,2.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.58,1.0,,,,4.0,40.0,FH8065301730502 FH8065301730502,313-750 MHz,94.0,1 × DDR3L-1333,2.16 GHz,7.0,,2.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.58,1.0,,,,4.0,40.0,FH8065301903500,311-792 MHz,94.0,1 × DDR3L-1333,2.25 GHz,7.0,,3 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,193.0,standard power,standard power,94.0,standard power,standard power,115.0,,standard power,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2608191223688907,1.0,,,,7.0,40.0,FH8065301564501,313-756 MHz,94.0,2 × DDR3L-1066,,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.86,1.0,,,,7.0,40.0,FH8065301619509,313-756 MHz,94.0,2 × DDR3L-1066,2.13 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.13,1.0,,,,7.0,40.0,FH8065301616603,313-756 MHz,94.0,2 × DDR3L-1066,2.39 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.16,1.0,,,,7.0,40.0,FH8065301729602,313-750 MHz,94.0,2 × DDR3L-1333,2.41 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.16,1.0,,,,7.0,40.0,FH8065301903600,313-792 MHz,94.0,2 × DDR3L-1333,2.58 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,7.0,40.0,FH8065301546402,313-756 MHz,94.0,2 × DDR3L-1066,,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.86,2.0,,,,7.0,40.0,FH8065301616203,313-844 MHz,94.0,2 × DDR3L-1066,2.1 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.83,2.0,,,,7.0,40.0,FH8065301729501 FH8065301729501,313-854 MHz,94.0,2 × DDR3L-1333,2.16 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.83,2.0,,,,7.0,40.0,FH8065301919600,313-854 MHz,94.0,2 × DDR3L-1333,2.25 GHz,7.0,,4.5 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.04,2.0,,,,4.0,40.0,FH8066501715915,320-600 MHz,94.0,2 × DDR3L-1600,2.08 GHz,44.0,,3 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.04,2.0,,,,4.0,40.0,FH8066501715938,320-600 MHz,94.0,2 × DDR3L-1600,2.24 GHz,12.0,,3 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,2.0,,,,6.0,40.0,FH8066501715914 FH8066501715925,320-600 MHz,94.0,2 × DDR3L-1600,2.16 GHz,5.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,2.0,,,,6.0,40.0,FH8066501715929 FH8066501715949,320-600 MHz,94.0,2 × DDR3L-1600,2.48 GHz,12.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,6.0,40.0,FH8066501715913 FH8066501715924,320-640 MHz,94.0,2 × DDR3L-1600,2.08 GHz,5.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,6.0,40.0,FH8066501715928,320-640 MHz,94.0,2 × DDR3L-1600,2.24 GHz,12.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,0.512,,,,15.0,3.0,FJ8066201931008,300–900 MHz,41.0,,,21.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,0.512,,,,15.0,3.0,FJ8066201931006,300–900 MHz,41.0,,,21.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,2.0,,,,6.0,42.0,FH8066802980002,200-650 MHz,94.0,2 × DDR3L-18662 × LPDDR4-2400,2.4 GHz,18.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.1,2.0,,,,6.0,42.0,FH8066802979803,200-700 MHz,94.0,2 × DDR3L-18662 × LPDDR4-2400,2.2 GHz,18.0,,4 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,4.0,,,,6.0,39.0,FH8068003067417,200-650 MHz,94.0,2 × LPDDR4-2400,2.6 GHz,96.0,,4.8 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.1,4.0,,,,6.0,39.0,FH8068003067408,200-700 MHz,94.0,2 × LPDDR4-2400,2.4 GHz,96.0,,4.8 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,4.0,,,,6.0,39.0,FH8068003067426,200-650 MHz,94.0,2 × LPDDR4-2400,2.8 GHz,96.0,,4.8 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.1,4.0,,,,6.0,39.0,FH8068003067400,200-700 MHz,94.0,2 × LPDDR4-2400,2.6 GHz,96.0,,4.8 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,0.512,,,,15.0,3.0,FJ8067702739933,300–900 MHz,41.0,,,29.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2,0.512,,,,15.0,3.0,FJ8067702739934,300–900 MHz,41.0,,,29.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.5,0.512,,,,6.0,7.0,HE8067702740021,300–850 MHz,41.0,,,30.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,0.512,,,,15.0,3.0,FJ8067703283011,300–900 MHz,41.0,,,29.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,198.0,ultra-low power,ultra-low power,98.0,,,118.0,,,,,,,,ultra-low power,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,0.512,,,,15.0,9.0,CL8068404080803 CL8068404080807,300–900 MHz,41.0,,,98.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2,0.512,,,,15.0,9.0,CL8068404066103,300–900 MHz,41.0,,,98.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,199.0,"ultra-low power, embedded","ultra-low power, embedded",99.0,,,119.0,,,,,,,,"ultra-low power, embedded",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,0.512,,,,15.0,9.0,CL8068404210005,300–1000 MHz,41.0,,,101.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.9,0.512,,,,15.0,9.0,FJ8070104307803,300–900 MHz,41.0,,,98.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.3,0.512,,,,15.0,9.0,FJ8070104307903,300–900 MHz,41.0,,,98.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,78.0,Mobile,Mobile,94.0,Mobile,,73.0,,,,,,,,Mobile,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,2.5,,,,15.0,78.0,FH8069004531901,?–1250 MHz,94.0,2× LPDDR4X-37332× DDR4-3200,,93.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,78.0,Embedded,Embedded,94.0,Embedded,,2.0,,,,,,,,Embedded,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,2.5,,,,15.0,78.0,FH8069004542700,?–1250 MHz,94.0,2× LPDDR4X-37332× DDR4-3200,,93.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,1.5,,,,6.0,44.0,DC8069704609907,350-750 MHz,94.0,2 × DDR4/LPDDR4X-2933,2.8 GHz,87.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.1,1.5,,,,6.0,44.0,DC8069704609906,350-800 MHz,94.0,2 × DDR4/LPDDR4X-2933,2.8 GHz,89.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.33,0.256,,10×,1.0–1.5 V,30.0,74.0,AT80612004743AA,,39.0,3 × DDR3-800,,32.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.3,0.256,,,,10.0,53.0,AV8062701147000,,40.0,1 × DDR3-1333,,32.0,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.2,1.5,,,,6.0,6.0,DC8070304190883,250–750 MHz,94.0,4 × LPDDR4X-32002 × DDR4-3200,2.6 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.2,1.5,,,,6.0,78.0,,250–750 MHz,94.0,4 × LPDDR4X-32002 × DDR4-3200,3.0 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.0,1.5,,,,10.0,6.0,DC8070304190881,400–800 MHz,94.0,4 × LPDDR4X-37332 × DDR4-3200,2.6 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,1.5,,,,10.0,78.0,,400–800 MHz,94.0,4 × LPDDR4X-37332 × DDR4-3200,3.0 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.6,2.5,,,,35.0,78.0,FH8069004638144,350–1100 MHz,94.0,2× DDR4-3200,,88.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.05,9.609493111182314,50 MT/s,1×,5 V,66.03544956493715,121.0,A80500-50,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.06,9.609493111182314,60 MT/s,1×,5 V,14.0,121.0,A80501-60 PCPU5V60,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.067,9.609493111182314,66 MT/s,1×,5.15 V,16.0,121.0,A80501-66 PCPU5V66,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.075,9.609493111182314,50 MT/s,1.5×,3.135–3.6 V,8.0,141.0,A80502-75 BP80502-75 PCPU3V75,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.09,9.609493111182314,60 MT/s,1.5×,3.135–3.6 V,9.0,141.0,A80502-90 BP80502-90 PCPU3V90,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.1,9.609493111182314,66 MT/s,1.5×,3.135–3.6 V,10.0,141.0,A80502100 A80502-100 BP80502100 BP80502-100 BOXBP80502-100 PCPU3V100,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.1,9.609493111182314,66 MT/s,1.5×,3.135–3.6 V,10.0,78.0,A80502100,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.12,9.609493111182314,60 MT/s,2×,3.135–3.6 V,12.0,141.0,A80502120 A80502-120 BP80502120 BP80502-120,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.133,9.609493111182314,66 MT/s,2×,3.135–3.6 V,11.0,144.0,A80502133 A80502-133 BP80502133 BOXBP80502-133,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.15,9.609493111182314,60 MT/s,2.5×,3.135–3.6 V,11.0,144.0,A80502150 BP80502150 BOXBP80502-150,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.167,9.609493111182314,66 MT/s,2.5×,3.135–3.6 V,14.0,144.0,A80502166 BP80502166 BOXBP80502-166 FV80502166,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
4.0,0.2,9.609493111182314,66 MT/s,3×,3.135–3.6 V,15.0,144.0,A80502200 BP80502200 BOXBP80502-200 FV80502200,,94.0,,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 + 8 KB,,,,,,,,,,,,,,,,,,,
